,Nama,Ulasan,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
20,Yoshima Putri,pas nyampe disana pemandangan kalender ini mah wkwk liat aja foto nya bener keren ini salah satu air terjun yang airnya langsung diterusin ke laut waw hati tapi kalau berenang disini takut keseret ke laut tapi selama laut gak pasang worth it banget lah air tenang bening kayak kristal,Positif,"['pas', 'nyampe', 'disana', 'pemandangan', 'kalender', 'ini', 'mah', 'wkwk', 'liat', 'aja', 'foto', 'nya', 'bener', 'keren', 'ini', 'salah', 'satu', 'air', 'terjun', 'yang', 'airnya', 'langsung', 'diterusin', 'ke', 'laut', 'waw', 'hati', 'tapi', 'kalau', 'berenang', 'disini', 'takut', 'keseret', 'ke', 'laut', 'tapi', 'selama', 'laut', 'gak', 'pasang', 'worth', 'it', 'banget', 'lah', 'air', 'tenang', 'bening', 'kayak', 'kristal']","['pas', 'nyampe', 'disana', 'pemandangan', 'kalender', 'ini', 'mah', 'wkwk', 'lihat', 'aja', 'foto', 'nya', 'benar', 'keren', 'ini', 'salah', 'satu', 'air', 'terjun', 'yang', 'airnya', 'langsung', 'diterusin', 'ke', 'laut', 'waw', 'hati', 'tapi', 'kalau', 'berenang', 'sini', 'takut', 'keseret', 'ke', 'laut', 'tapi', 'selama', 'laut', 'tidak', 'pasang', 'worth', 'itu', 'banget', 'lah', 'air', 'tenang', 'bening', 'kayak', 'kristal']","['pas', 'nyampe', 'disana', 'pemandangan', 'kalender', 'mah', 'wkwk', 'lihat', 'aja', 'foto', 'nya', 'keren', 'salah', 'air', 'terjun', 'airnya', 'langsung', 'diterusin', 'laut', 'waw', 'hati', 'berenang', 'takut', 'keseret', 'laut', 'laut', 'pasang', 'worth', 'banget', 'air', 'tenang', 'bening', 'kayak', 'kristal']","['nyampe', 'disana', 'pemandangan', 'kalender', 'foto', 'keren', 'salah', 'air', 'terjun', 'airnya', 'langsung', 'diterusin', 'laut', 'waw', 'hati', 'berenang', 'takut', 'keseret', 'laut', 'laut', 'pasang', 'worth', 'banget', 'air', 'tenang', 'bening', 'kayak', 'kristal']","['nyampe', 'sana', 'pandang', 'kalender', 'foto', 'keren', 'salah', 'air', 'terjun', 'air', 'langsung', 'diterusin', 'laut', 'waw', 'hati', 'renang', 'takut', 'seret', 'laut', 'laut', 'pasang', 'worth', 'banget', 'air', 'tenang', 'bening', 'kayak', 'kristal']"
21,RnT,lokasinya berada di pinggir jalan pantura madura sehingga sangat mudah dijangkau pertama kali sampai pemandangan laut biru menyambut air terjun toroan memiliki keunikan menghadap langsung ke laut untuk menuju lokasi air terjun kita,Positif,"['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'pantura', 'madura', 'sehingga', 'sangat', 'mudah', 'dijangkau', 'pertama', 'kali', 'sampai', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'ke', 'laut', 'untuk', 'menuju', 'lokasi', 'air', 'terjun', 'kita']","['lokasinya', 'berada', 'di', 'pinggir', 'jalan', 'pantura', 'madura', 'sehingga', 'sangat', 'mudah', 'dijangkau', 'pertama', 'kali', 'sampai', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'ke', 'laut', 'untuk', 'menuju', 'lokasi', 'air', 'terjun', 'kita']","['lokasinya', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'dijangkau', 'kali', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']","['lokasinya', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'dijangkau', 'kali', 'pemandangan', 'laut', 'biru', 'menyambut', 'air', 'terjun', 'toroan', 'memiliki', 'keunikan', 'menghadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']","['lokasi', 'pinggir', 'jalan', 'pantura', 'madura', 'mudah', 'jangkau', 'kali', 'pandang', 'laut', 'biru', 'sambut', 'air', 'terjun', 'toro', 'milik', 'uni', 'hadap', 'langsung', 'laut', 'lokasi', 'air', 'terjun']"
22,Joko Suprapto,pemandangan cukup bagus kebersihan lumayan bagus smg lbh ditingkatkan lagi dg fasilitas yg bagus bisa bersaing dg wisata lainnya,Positif,"['pemandangan', 'cukup', 'bagus', 'kebersihan', 'lumayan', 'bagus', 'smg', 'lbh', 'ditingkatkan', 'lagi', 'dg', 'fasilitas', 'yg', 'bagus', 'bisa', 'bersaing', 'dg', 'wisata', 'lainnya']","['pemandangan', 'cukup', 'bagus', 'kebersihan', 'lumayan', 'bagus', 'smg', 'lebih', 'tingkat', 'lagi', 'dg', 'fasilitas', 'yang', 'bagus', 'bisa', 'bersaing', 'dg', 'wisata', 'lain']","['pemandangan', 'bagus', 'kebersihan', 'lumayan', 'bagus', 'smg', 'tingkat', 'dg', 'fasilitas', 'bagus', 'bersaing', 'dg', 'wisata']","['pemandangan', 'bagus', 'kebersihan', 'lumayan', 'bagus', 'smg', 'tingkat', 'dg', 'fasilitas', 'bagus', 'bersaing', 'dg', 'wisata']","['pandang', 'bagus', 'bersih', 'lumayan', 'bagus', 'smg', 'tingkat', 'dg', 'fasilitas', 'bagus', 'saing', 'dg', 'wisata']"
23,Rahmi Saptarianti,melipir ke sini air terjun toroan adalah salah satu air terjun yg indah di madura buat saya unik karena air terjun ini langsung mengalir ke laut utara jawa biasanya kalo pengen liat sunset ke pantai identik sama pasir kan nah di toroan,Positif,"['melipir', 'ke', 'sini', 'air', 'terjun', 'toroan', 'adalah', 'salah', 'satu', 'air', 'terjun', 'yg', 'indah', 'di', 'madura', 'buat', 'saya', 'unik', 'karena', 'air', 'terjun', 'ini', 'langsung', 'mengalir', 'ke', 'laut', 'utara', 'jawa', 'biasanya', 'kalo', 'pengen', 'liat', 'sunset', 'ke', 'pantai', 'identik', 'sama', 'pasir', 'kan', 'nah', 'di', 'toroan']","['melipir', 'ke', 'sini', 'air', 'terjun', 'toroan', 'adalah', 'salah', 'satu', 'air', 'terjun', 'yang', 'indah', 'di', 'madura', 'buat', 'saya', 'unik', 'karena', 'air', 'terjun', 'ini', 'langsung', 'mengalir', 'ke', 'laut', 'utara', 'jawa', 'biasa', 'kalau', 'mau', 'lihat', 'sunset', 'ke', 'pantai', 'identik', 'sama', 'pasir', 'kan', 'nah', 'di', 'toroan']","['melipir', 'air', 'terjun', 'toroan', 'salah', 'air', 'terjun', 'indah', 'madura', 'unik', 'air', 'terjun', 'langsung', 'mengalir', 'laut', 'utara', 'jawa', 'lihat', 'sunset', 'pantai', 'identik', 'pasir', 'toroan']","['melipir', 'air', 'terjun', 'toroan', 'salah', 'air', 'terjun', 'indah', 'madura', 'unik', 'air', 'terjun', 'langsung', 'mengalir', 'laut', 'utara', 'jawa', 'sunset', 'pantai', 'identik', 'pasir', 'toroan']","['melipir', 'air', 'terjun', 'toro', 'salah', 'air', 'terjun', 'indah', 'madura', 'unik', 'air', 'terjun', 'langsung', 'alir', 'laut', 'utara', 'jawa', 'sunset', 'pantai', 'identik', 'pasir', 'toro']"
24,moh rasul,tempatnya bagus tolong di tambahkan tempat buat spot spot foto selain air terjunnya dan taman main untuk anak bisa di rekomendasi kan,Positif,"['tempatnya', 'bagus', 'tolong', 'di', 'tambahkan', 'tempat', 'buat', 'spot', 'spot', 'foto', 'selain', 'air', 'terjunnya', 'dan', 'taman', 'main', 'untuk', 'anak', 'bisa', 'di', 'rekomendasi', 'kan']","['tempatnya', 'bagus', 'tolong', 'di', 'tambah', 'tempat', 'buat', 'spot', 'spot', 'foto', 'selain', 'air', 'terjunnya', 'dan', 'taman', 'main', 'untuk', 'anak', 'bisa', 'di', 'rekomendasi', 'kan']","['tempatnya', 'bagus', 'tolong', 'spot', 'spot', 'foto', 'air', 'terjunnya', 'taman', 'main', 'anak', 'rekomendasi']","['tempatnya', 'bagus', 'tolong', 'spot', 'spot', 'foto', 'air', 'terjunnya', 'taman', 'main', 'rekomendasi']","['tempat', 'bagus', 'tolong', 'spot', 'spot', 'foto', 'air', 'terjun', 'taman', 'main', 'rekomendasi']"
25,agoest jayadi,kalau kesini cuma bayar parkir ribu saja ada warung yg siap menyambut anda toiletnya saran saya jangan mandi di bawah air terjunnya pas karena kategori dalaaaaam dan bahaya karena karang nya tajam apalagi bwt yg gkbs berenang klw kpingin mandi mending di pantainya saja,Positif,"['kalau', 'kesini', 'cuma', 'bayar', 'parkir', 'ribu', 'saja', 'ada', 'warung', 'yg', 'siap', 'menyambut', 'anda', 'toiletnya', 'saran', 'saya', 'jangan', 'mandi', 'di', 'bawah', 'air', 'terjunnya', 'pas', 'karena', 'kategori', 'dalaaam', 'dan', 'bahaya', 'karena', 'karang', 'nya', 'tajam', 'apalagi', 'bwt', 'yg', 'gkbs', 'berenang', 'klw', 'kpingin', 'mandi', 'mending', 'di', 'pantainya', 'saja']","['kalau', 'sini', 'cuma', 'bayar', 'parkir', 'ribu', 'saja', 'ada', 'warung', 'yang', 'siap', 'menyambut', 'anda', 'toiletnya', 'saran', 'saya', 'jangan', 'mandi', 'di', 'bawah', 'air', 'terjunnya', 'pas', 'karena', 'kategori', 'dalaaam', 'dan', 'bahaya', 'karena', 'karang', 'nya', 'tajam', 'apalagi', 'bwt', 'yang', 'gkbs', 'berenang', 'kalau', 'kpingin', 'mandi', 'mending', 'di', 'pantainya', 'saja']","['bayar', 'parkir', 'ribu', 'warung', 'menyambut', 'toiletnya', 'saran', 'mandi', 'air', 'terjunnya', 'pas', 'kategori', 'dalaaam', 'bahaya', 'karang', 'nya', 'tajam', 'bwt', 'gkbs', 'berenang', 'kpingin', 'mandi', 'mending', 'pantainya']","['bayar', 'parkir', 'warung', 'menyambut', 'toiletnya', 'saran', 'mandi', 'air', 'terjunnya', 'kategori', 'dalaaam', 'bahaya', 'karang', 'tajam', 'bwt', 'gkbs', 'berenang', 'kpingin', 'mandi', 'mending', 'pantainya']","['bayar', 'parkir', 'warung', 'sambut', 'toilet', 'saran', 'mandi', 'air', 'terjun', 'kategori', 'dalaaam', 'bahaya', 'karang', 'tajam', 'bwt', 'gkbs', 'renang', 'kpingin', 'mandi', 'mending', 'pantai']"
26,Faradina Ilma,kesana pas airnya deres banget tapi keren bagus pemandangannya,Positif,"['kesana', 'pas', 'airnya', 'deres', 'banget', 'tapi', 'keren', 'bagus', 'pemandangannya']","['kesana', 'pas', 'airnya', 'deres', 'banget', 'tapi', 'keren', 'bagus', 'pemandangannya']","['kesana', 'pas', 'airnya', 'deres', 'banget', 'keren', 'bagus', 'pemandangannya']","['kesana', 'airnya', 'deres', 'banget', 'keren', 'bagus', 'pemandangannya']","['kesana', 'air', 'deres', 'banget', 'keren', 'bagus', 'pandang']"
27,Waskitho Wee,secara pemandangan air terjun ini biasa saja sebenarnya aku bahkan meragukan kata air terjun karena tingginya yang cuma beberapa meter saja jalan sebentar dari parkiran dan air terjun langsung terlihat gak butuh treking panjang,Positif,"['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang']","['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'tidak', 'butuh', 'treking', 'panjang']","['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking']","['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking']","['pandang', 'air', 'terjun', 'ragu', 'air', 'terjun', 'tinggi', 'meter', 'jalan', 'sebentar', 'parkir', 'air', 'terjun', 'langsung', 'butuh', 'treking']"
28,candri maulida,tempat nya baguss pantai yang ada air terjun nya untuk biaya masuk perorang dan parkir motor hanya kesana paling enak pagi pas air surut jadi bisa foto di spot yang bagus,Positif,"['tempat', 'nya', 'baguss', 'pantai', 'yang', 'ada', 'air', 'terjun', 'nya', 'untuk', 'biaya', 'masuk', 'perorang', 'dan', 'parkir', 'motor', 'hanya', 'kesana', 'paling', 'enak', 'pagi', 'pas', 'air', 'surut', 'jadi', 'bisa', 'foto', 'di', 'spot', 'yang', 'bagus']","['tempat', 'nya', 'bagus', 'pantai', 'yang', 'ada', 'air', 'terjun', 'nya', 'untuk', 'biaya', 'masuk', 'perorang', 'dan', 'parkir', 'motor', 'hanya', 'kesana', 'paling', 'enak', 'pagi', 'pas', 'air', 'surut', 'jadi', 'bisa', 'foto', 'di', 'spot', 'yang', 'bagus']","['nya', 'bagus', 'pantai', 'air', 'terjun', 'nya', 'biaya', 'masuk', 'perorang', 'parkir', 'motor', 'kesana', 'enak', 'pagi', 'pas', 'air', 'surut', 'foto', 'spot', 'bagus']","['bagus', 'pantai', 'air', 'terjun', 'biaya', 'masuk', 'perorang', 'parkir', 'motor', 'kesana', 'enak', 'pagi', 'air', 'surut', 'foto', 'spot', 'bagus']","['bagus', 'pantai', 'air', 'terjun', 'biaya', 'masuk', 'orang', 'parkir', 'motor', 'kesana', 'enak', 'pagi', 'air', 'surut', 'foto', 'spot', 'bagus']"
29,Tamamul Anwar,suasananya nyaman dari kota sampang ke sini butuh waktu kurang lebih jam disini terdapat air terjun lebar dan kecil rekom buat teman teman yang ada di daerah sekitar sampang bisa buat memajakan mata foto di ambil saat siang hari eh iya harga parkir nya juga standar kok,Positif,"['suasananya', 'nyaman', 'dari', 'kota', 'sampang', 'ke', 'sini', 'butuh', 'waktu', 'kurang', 'lebih', 'jam', 'disini', 'terdapat', 'air', 'terjun', 'lebar', 'dan', 'kecil', 'rekom', 'buat', 'teman', 'teman', 'yang', 'ada', 'di', 'daerah', 'sekitar', 'sampang', 'bisa', 'buat', 'memajakan', 'mata', 'foto', 'di', 'ambil', 'saat', 'siang', 'hari', 'eh', 'iya', 'harga', 'parkir', 'nya', 'juga', 'standar', 'kok']","['suasananya', 'nyaman', 'dari', 'kota', 'sampang', 'ke', 'sini', 'butuh', 'waktu', 'kurang', 'lebih', 'jam', 'sini', 'terdapat', 'air', 'terjun', 'lebar', 'dan', 'kecil', 'rekom', 'buat', 'teman', 'teman', 'yang', 'ada', 'di', 'daerah', 'sekitar', 'sampang', 'bisa', 'buat', 'memajakan', 'mata', 'foto', 'di', 'ambil', 'saat', 'siang', 'hari', 'eh', 'iya', 'harga', 'parkir', 'nya', 'juga', 'standar', 'kok']","['suasananya', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'memajakan', 'mata', 'foto', 'ambil', 'siang', 'eh', 'iya', 'harga', 'parkir', 'nya', 'standar']","['suasananya', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'memajakan', 'mata', 'foto', 'ambil', 'siang', 'iya', 'harga', 'parkir', 'standar']","['suasana', 'nyaman', 'kota', 'sampang', 'butuh', 'jam', 'air', 'terjun', 'lebar', 'rekom', 'teman', 'teman', 'daerah', 'sampang', 'maja', 'mata', 'foto', 'ambil', 'siang', 'iya', 'harga', 'parkir', 'standar']"
30,Zein Calvin Story,bagus tidak perlu jauh jauh jalan dari parkirannya biaya masuknya juga cukup murah hanya rb untuk mobil hanya saja tempat parkir disini panas tidak ada tempat teduh,Positif,"['bagus', 'tidak', 'perlu', 'jauh', 'jauh', 'jalan', 'dari', 'parkirannya', 'biaya', 'masuknya', 'juga', 'cukup', 'murah', 'hanya', 'rb', 'untuk', 'mobil', 'hanya', 'saja', 'tempat', 'parkir', 'disini', 'panas', 'tidak', 'ada', 'tempat', 'teduh']","['bagus', 'tidak', 'perlu', 'jauh', 'jauh', 'jalan', 'dari', 'parkirannya', 'biaya', 'masuknya', 'juga', 'cukup', 'murah', 'hanya', 'rb', 'untuk', 'mobil', 'hanya', 'saja', 'tempat', 'parkir', 'sini', 'panas', 'tidak', 'ada', 'tempat', 'teduh']","['bagus', 'jalan', 'parkirannya', 'biaya', 'masuknya', 'murah', 'rb', 'mobil', 'parkir', 'panas', 'teduh']","['bagus', 'jalan', 'parkirannya', 'biaya', 'masuknya', 'murah', 'rb', 'mobil', 'parkir', 'panas', 'teduh']","['bagus', 'jalan', 'parkir', 'biaya', 'masuk', 'murah', 'rb', 'mobil', 'parkir', 'panas', 'teduh']"
31,Atika Anggiasih,nice view tp ga sanggup naek turun tangganya sih blm diexplore banget jg soalnya letaknya juga di jalur utara madura yg masih baru banget masih sepi tempatnya,Positif,"['nice', 'view', 'tp', 'ga', 'sanggup', 'naek', 'turun', 'tangganya', 'sih', 'blm', 'diexplore', 'banget', 'jg', 'soalnya', 'letaknya', 'juga', 'di', 'jalur', 'utara', 'madura', 'yg', 'masih', 'baru', 'banget', 'masih', 'sepi', 'tempatnya']","['bagus', 'view', 'tapi', 'tidak', 'sanggup', 'naek', 'turun', 'tangganya', 'sih', 'belum', 'diexplore', 'banget', 'juga', 'soal', 'letaknya', 'juga', 'di', 'jalur', 'utara', 'madura', 'yang', 'masih', 'baru', 'banget', 'masih', 'sepi', 'tempatnya']","['bagus', 'view', 'sanggup', 'naek', 'turun', 'tangganya', 'sih', 'diexplore', 'banget', 'letaknya', 'jalur', 'utara', 'madura', 'banget', 'sepi', 'tempatnya']","['bagus', 'view', 'sanggup', 'naek', 'turun', 'tangganya', 'diexplore', 'banget', 'letaknya', 'jalur', 'utara', 'madura', 'banget', 'sepi', 'tempatnya']","['bagus', 'view', 'sanggup', 'naek', 'turun', 'tangga', 'diexplore', 'banget', 'letak', 'jalur', 'utara', 'madura', 'banget', 'sepi', 'tempat']"
32,faiqotul isma dwi utami,super keren twmpat ini air terjun langsung ke laut lepas masuknya free cma bayar uang parkir motor aja,Positif,"['super', 'keren', 'twmpat', 'ini', 'air', 'terjun', 'langsung', 'ke', 'laut', 'lepas', 'masuknya', 'free', 'cma', 'bayar', 'uang', 'parkir', 'motor', 'aja']","['super', 'keren', 'twmpat', 'ini', 'air', 'terjun', 'langsung', 'ke', 'laut', 'lepas', 'masuknya', 'gratis', 'cma', 'bayar', 'uang', 'parkir', 'motor', 'aja']","['super', 'keren', 'twmpat', 'air', 'terjun', 'langsung', 'laut', 'lepas', 'masuknya', 'gratis', 'cma', 'bayar', 'uang', 'parkir', 'motor', 'aja']","['super', 'keren', 'twmpat', 'air', 'terjun', 'langsung', 'laut', 'lepas', 'masuknya', 'gratis', 'cma', 'bayar', 'uang', 'parkir', 'motor']","['super', 'keren', 'twmpat', 'air', 'terjun', 'langsung', 'laut', 'lepas', 'masuk', 'gratis', 'cma', 'bayar', 'uang', 'parkir', 'motor']"
33,INJ PenaOficial,tempat sngat strategis tepat di sebelah jalan raya pemandangan sangat bagus apalagi ketika pagi dan sore ditambah dengan desain cafe yg sangat cantik serta dinding tangga yang cerah,Positif,"['tempat', 'sngat', 'strategis', 'tepat', 'di', 'sebelah', 'jalan', 'raya', 'pemandangan', 'sangat', 'bagus', 'apalagi', 'ketika', 'pagi', 'dan', 'sore', 'ditambah', 'dengan', 'desain', 'cafe', 'yg', 'sangat', 'cantik', 'serta', 'dinding', 'tangga', 'yang', 'cerah']","['tempat', 'sngat', 'strategis', 'tepat', 'di', 'sebelah', 'jalan', 'raya', 'pemandangan', 'sangat', 'bagus', 'apalagi', 'ketika', 'pagi', 'dan', 'sore', 'tambah', 'dengan', 'desain', 'cafe', 'yang', 'sangat', 'cantik', 'serta', 'dinding', 'tangga', 'yang', 'cerah']","['sngat', 'strategis', 'sebelah', 'jalan', 'raya', 'pemandangan', 'bagus', 'pagi', 'sore', 'desain', 'cafe', 'cantik', 'dinding', 'tangga', 'cerah']","['sngat', 'strategis', 'sebelah', 'jalan', 'raya', 'pemandangan', 'bagus', 'pagi', 'sore', 'desain', 'cafe', 'cantik', 'dinding', 'cerah']","['sngat', 'strategis', 'belah', 'jalan', 'raya', 'pandang', 'bagus', 'pagi', 'sore', 'desain', 'cafe', 'cantik', 'dinding', 'cerah']"
34,Arif jeeh,keren banget sih saya kesini waktu sore jadi hasil fotonya keren masuk cuma bayar parkir aja kok buat ke air terjunnya juga dekat turun sedikit aja dari parkiran di dekat parkiran juga terdapat penjual makanan dan minuman lesehan yang langsung view ke arah pantainya,Positif,"['keren', 'banget', 'sih', 'saya', 'kesini', 'waktu', 'sore', 'jadi', 'hasil', 'fotonya', 'keren', 'masuk', 'cuma', 'bayar', 'parkir', 'aja', 'kok', 'buat', 'ke', 'air', 'terjunnya', 'juga', 'dekat', 'turun', 'sedikit', 'aja', 'dari', 'parkiran', 'di', 'dekat', 'parkiran', 'juga', 'terdapat', 'penjual', 'makanan', 'dan', 'minuman', 'lesehan', 'yang', 'langsung', 'view', 'ke', 'arah', 'pantainya']","['keren', 'banget', 'sih', 'saya', 'sini', 'waktu', 'sore', 'jadi', 'hasil', 'fotonya', 'keren', 'masuk', 'cuma', 'bayar', 'parkir', 'aja', 'kok', 'buat', 'ke', 'air', 'terjunnya', 'juga', 'dekat', 'turun', 'sedikit', 'aja', 'dari', 'parkiran', 'di', 'dekat', 'parkiran', 'juga', 'terdapat', 'penjual', 'makanan', 'dan', 'minuman', 'lesehan', 'yang', 'langsung', 'view', 'ke', 'arah', 'pantainya']","['keren', 'banget', 'sih', 'sore', 'hasil', 'fotonya', 'keren', 'masuk', 'bayar', 'parkir', 'aja', 'air', 'terjunnya', 'turun', 'aja', 'parkiran', 'parkiran', 'penjual', 'makanan', 'minuman', 'lesehan', 'langsung', 'view', 'arah', 'pantainya']","['keren', 'banget', 'sore', 'hasil', 'fotonya', 'keren', 'masuk', 'bayar', 'parkir', 'air', 'terjunnya', 'turun', 'parkiran', 'parkiran', 'penjual', 'makanan', 'minuman', 'lesehan', 'langsung', 'view', 'arah', 'pantainya']","['keren', 'banget', 'sore', 'hasil', 'foto', 'keren', 'masuk', 'bayar', 'parkir', 'air', 'terjun', 'turun', 'parkir', 'parkir', 'jual', 'makan', 'minum', 'leseh', 'langsung', 'view', 'arah', 'pantai']"
35,Lek Yung,tdk rugi dtg ke tempat ini jalan nya enak gak terlalu jauh akses masuk ke air terjun sangat dekat jalannya enak air terjun bagus,Positif,"['tdk', 'rugi', 'dtg', 'ke', 'tempat', 'ini', 'jalan', 'nya', 'enak', 'gak', 'terlalu', 'jauh', 'akses', 'masuk', 'ke', 'air', 'terjun', 'sangat', 'dekat', 'jalannya', 'enak', 'air', 'terjun', 'bagus']","['tidak', 'rugi', 'dtg', 'ke', 'tempat', 'ini', 'jalan', 'nya', 'enak', 'tidak', 'terlalu', 'jauh', 'akses', 'masuk', 'ke', 'air', 'terjun', 'sangat', 'dekat', 'jalannya', 'enak', 'air', 'terjun', 'bagus']","['rugi', 'dtg', 'jalan', 'nya', 'enak', 'akses', 'masuk', 'air', 'terjun', 'jalannya', 'enak', 'air', 'terjun', 'bagus']","['rugi', 'dtg', 'jalan', 'enak', 'akses', 'masuk', 'air', 'terjun', 'jalannya', 'enak', 'air', 'terjun', 'bagus']","['rugi', 'dtg', 'jalan', 'enak', 'akses', 'masuk', 'air', 'terjun', 'jalan', 'enak', 'air', 'terjun', 'bagus']"
36,frank rush,ada restorannya harga murah rasa pas aja poin hati ke lokasi air terjunnya jalan agak licin dusim hujan,Positif,"['ada', 'restorannya', 'harga', 'murah', 'rasa', 'pas', 'aja', 'poin', 'hati', 'ke', 'lokasi', 'air', 'terjunnya', 'jalan', 'agak', 'licin', 'dusim', 'hujan']","['ada', 'restorannya', 'harga', 'murah', 'rasa', 'pas', 'aja', 'poin', 'hati', 'ke', 'lokasi', 'air', 'terjunnya', 'jalan', 'agak', 'licin', 'dusim', 'hujan']","['restorannya', 'harga', 'murah', 'pas', 'aja', 'poin', 'hati', 'lokasi', 'air', 'terjunnya', 'jalan', 'licin', 'dusim', 'hujan']","['restorannya', 'harga', 'murah', 'poin', 'hati', 'lokasi', 'air', 'terjunnya', 'jalan', 'licin', 'dusim', 'hujan']","['restoran', 'harga', 'murah', 'poin', 'hati', 'lokasi', 'air', 'terjun', 'jalan', 'licin', 'dusim', 'hujan']"
37,Vicky Faisal,air terjun toroan satu satunya air terjun yg ada di madura yang mana sumbernya dari mata air alami yang langsung turun ke laut lokasi air terjun ini berada di desa ketapang timur kecamatan ketapang kabupaten sampang madura lokasinya tepat di pinggir jalan mempermudah wisatawan untuk berkunjung ke tempat ini,Positif,"['air', 'terjun', 'toroan', 'satu', 'satunya', 'air', 'terjun', 'yg', 'ada', 'di', 'madura', 'yang', 'mana', 'sumbernya', 'dari', 'mata', 'air', 'alami', 'yang', 'langsung', 'turun', 'ke', 'laut', 'lokasi', 'air', 'terjun', 'ini', 'berada', 'di', 'desa', 'ketapang', 'timur', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'madura', 'lokasinya', 'tepat', 'di', 'pinggir', 'jalan', 'mempermudah', 'wisatawan', 'untuk', 'berkunjung', 'ke', 'tempat', 'ini']","['air', 'terjun', 'toroan', 'satu', 'satunya', 'air', 'terjun', 'yang', 'ada', 'di', 'madura', 'yang', 'mana', 'sumbernya', 'dari', 'mata', 'air', 'alami', 'yang', 'langsung', 'turun', 'ke', 'laut', 'lokasi', 'air', 'terjun', 'ini', 'berada', 'di', 'desa', 'ketapang', 'timur', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'madura', 'lokasinya', 'tepat', 'di', 'pinggir', 'jalan', 'mempermudah', 'wisatawan', 'untuk', 'berkunjung', 'ke', 'tempat', 'ini']","['air', 'terjun', 'toroan', 'satunya', 'air', 'terjun', 'madura', 'sumbernya', 'mata', 'air', 'alami', 'langsung', 'turun', 'laut', 'lokasi', 'air', 'terjun', 'desa', 'ketapang', 'timur', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'madura', 'lokasinya', 'pinggir', 'jalan', 'mempermudah', 'wisatawan', 'berkunjung']","['air', 'terjun', 'toroan', 'satunya', 'air', 'terjun', 'madura', 'sumbernya', 'mata', 'air', 'alami', 'langsung', 'turun', 'laut', 'lokasi', 'air', 'terjun', 'desa', 'ketapang', 'timur', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'madura', 'lokasinya', 'pinggir', 'jalan', 'mempermudah', 'wisatawan', 'berkunjung']","['air', 'terjun', 'toro', 'satu', 'air', 'terjun', 'madura', 'sumber', 'mata', 'air', 'alami', 'langsung', 'turun', 'laut', 'lokasi', 'air', 'terjun', 'desa', 'ketapang', 'timur', 'camat', 'ketapang', 'kabupaten', 'sampang', 'madura', 'lokasi', 'pinggir', 'jalan', 'mudah', 'wisatawan', 'kunjung']"
